id,name,species,generation,official_artwork_url,sprite_url,icon_url,primary_type,secondary_type,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,base_stat_total,flavor_text,previous_evolution_id,next_evolution_id,evolution_conditions,is_legendary,is_mythical
449,hippopotas,Hippo Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/449.png,ground,,0.8,49.5,68,72,78,38,42,32,330,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",,450,level-up&level:34&needs_overworld_rain:true&turn_upside_down:true,0,0
450,hippowdon,Heavyweight Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/450.png,ground,,2.0,300.0,108,112,118,68,72,47,525,It blasts internally stored sand from ports on its body to create a towering twister for attack.,449,,,0,0
451,skorupi,Scorpion Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/451.png,poison,bug,0.8,12.0,40,50,90,30,55,65,330,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,,452,level-up&level:40&needs_overworld_rain:true&turn_upside_down:true,0,0
452,drapion,Ogre Scorpion Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/452.png,poison,dark,1.3,61.5,70,90,110,60,75,95,500,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,451,,,0,0
453,croagunk,Toxic Mouth Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/453.png,poison,fighting,0.7,23.0,48,61,40,61,40,50,300,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,,454,level-up&level:37&needs_overworld_rain:true&turn_upside_down:true,0,0
454,toxicroak,Toxic Mouth Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/454.png,poison,fighting,1.3,44.4,83,106,65,86,65,85,490,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,453,,,0,0
455,carnivine,Bug Catcher Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/455.png,grass,,1.4,27.0,74,100,72,90,72,46,454,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.",,,,0,0
456,finneon,Wing Fish Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/456.png,water,,0.4,7.0,49,49,56,49,61,66,330,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",,457,level-up&level:31&needs_overworld_rain:true&turn_upside_down:true,0,0
457,lumineon,Neon Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/457.png,water,,1.2,24.0,69,69,76,69,86,91,460,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,456,,,0,0
458,mantyke,Kite Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/458.png,water,flying,1.0,65.0,45,20,50,60,120,50,345,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,,226,level-up&needs_overworld_rain:true&turn_upside_down:true,0,0
459,snover,Frost Tree Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/459.png,grass,ice,1.0,50.5,60,62,50,62,60,40,334,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.",,460,level-up&level:40&needs_overworld_rain:true&turn_upside_down:true,0,0
460,abomasnow,Frost Tree Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/460.png,grass,ice,2.2,135.5,90,92,75,92,85,60,494,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,459,,,0,0
461,weavile,Sharp Claw Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/461.png,dark,ice,1.1,34.0,70,120,65,45,85,125,510,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",215,,,0,0
462,magnezone,Magnet Area Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/462.png,electric,steel,1.2,180.0,70,70,115,130,90,60,535,It evolved from exposure to a special magnetic field. Three units generate magnetism.,82,,,0,0
463,lickilicky,Licking Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/463.png,normal,,1.7,140.0,110,85,95,80,95,50,515,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,108,,,0,0
464,rhyperior,Drill Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/464.png,ground,rock,2.4,282.8,115,140,130,55,55,40,535,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,112,,,0,0
465,tangrowth,Vine Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/465.png,grass,,2.0,128.6,100,100,125,110,50,50,535,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,114,,,0,0
466,electivire,Thunderbolt Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/466.png,electric,,1.8,138.6,75,123,67,95,85,95,540,"As its electric charge amplifies, blue sparks begin to crackle between its horns.",125,,,0,0
467,magmortar,Blast Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/467.png,fire,,1.6,68.0,75,95,67,125,95,83,540,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.",126,,,0,0
468,togekiss,Jubilee Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/468.png,fairy,flying,1.5,38.0,85,50,95,120,115,80,545,It will never appear where there is strife. Its sightings have become rare recently.,176,,,0,0
469,yanmega,Ogre Darner Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/469.png,bug,flying,1.9,51.5,86,76,86,116,56,95,515,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes.",193,,,0,0
470,leafeon,Verdant Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/470.png,grass,,1.0,25.5,65,110,130,60,65,95,525,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",133,,,0,0
471,glaceon,Fresh Snow Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/471.png,ice,,0.8,25.9,65,60,110,130,95,65,525,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",133,,,0,0
472,gliscor,Fang Scorpion Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/472.png,ground,flying,2.0,42.5,75,95,125,45,75,95,510,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",207,,,0,0
473,mamoswine,Twin Tusk Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/473.png,ice,ground,2.5,291.0,110,130,80,70,60,80,530,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,221,,,0,0
474,porygon-z,Virtual Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/474.png,normal,,0.9,34.0,85,80,70,135,75,90,535,"Additional software was installed to make it a better Pokémon. It began acting oddly, however.",233,,,0,0
475,gallade,Blade Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/475.png,psychic,fighting,1.6,52.0,68,125,65,65,115,80,518,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",281,,,0,0
476,probopass,Compass Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/476.png,rock,steel,1.4,340.0,60,55,145,75,150,40,525,It freely controls three small units called Mini-Noses using magnetic force.,299,,,0,0
477,dusknoir,Gripper Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/477.png,ghost,,2.2,106.6,45,100,135,65,135,45,525,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,356,,,0,0
478,froslass,Snow Land Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/478.png,ice,ghost,1.3,26.6,70,80,70,80,70,110,480,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,361,,,0,0
479,rotom,Plasma Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/479.png,electric,ghost,0.3,0.3,50,50,77,95,77,91,440,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,,,,0,0
480,uxie,Knowledge Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/480.png,psychic,,0.3,0.3,75,75,130,75,130,95,580,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,,,,1,0
481,mesprit,Emotion Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/481.png,psychic,,0.3,0.3,80,105,105,105,105,80,580,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",,,,1,0
482,azelf,Willpower Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/482.png,psychic,,0.3,0.3,75,125,70,125,70,115,580,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,,,,1,0
483,dialga,Temporal Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/483.png,steel,dragon,5.4,683.0,100,120,120,150,100,90,680,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,,,,1,0
484,palkia,Spatial Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/484.png,water,dragon,4.2,336.0,90,120,100,150,120,100,680,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,,,,1,0
485,heatran,Lava Dome Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/485.png,fire,steel,1.7,430.0,91,90,106,130,106,77,600,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,,,,1,0
486,regigigas,Colossal Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/486.png,normal,,3.7,420.0,110,160,110,80,110,100,670,There is an enduring legend that states this Pokémon towed continents with ropes.,,,,1,0
487,giratina-altered,Renegade Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/487.png,ghost,dragon,4.5,750.0,150,100,120,100,120,90,680,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,,,,1,0
488,cresselia,Lunar Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/488.png,psychic,,1.5,85.6,120,70,110,75,120,85,580,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,,,,1,0
489,phione,Sea Drifter Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/489.png,water,,0.4,3.1,80,80,80,80,80,80,480,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",,490,,0,1
490,manaphy,Seafaring Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/490.png,water,,0.3,1.4,100,100,100,100,100,100,600,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",489,,,0,1
491,darkrai,Pitch-Black Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/491.png,dark,,1.5,50.5,70,90,90,135,90,125,600,It can lull people to sleep and make them dream. It is active during nights of the new moon.,,,,0,1
492,shaymin-land,Gratitude Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/492.png,grass,,0.2,2.1,100,100,100,100,100,100,600,It lives in flower patches and avoids detection by curling up to look like a flowering plant.,,,,0,1
493,arceus,Alpha Pokémon,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/493.png,normal,,3.2,320.0,120,120,120,120,120,120,720,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.",,,,0,1
494,victini,Victory Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/494.png,psychic,fire,0.4,4.0,100,100,100,100,100,100,600,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",,,,0,1
495,snivy,Grass Snake Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/495.png,grass,,0.6,8.1,45,45,55,45,55,63,308,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,,496,level-up&level:17&needs_overworld_rain:true&turn_upside_down:true,0,0
496,servine,Grass Snake Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/496.png,grass,,0.8,16.0,60,60,75,60,75,83,413,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",495,497,level-up&level:36&needs_overworld_rain:true&turn_upside_down:true,0,0
497,serperior,Regal Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/497.png,grass,,3.3,63.0,75,75,95,75,95,113,528,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,496,,,0,0
498,tepig,Fire Pig Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/498.png,fire,,0.5,9.9,65,63,45,45,45,45,308,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,,499,level-up&level:17&needs_overworld_rain:true&turn_upside_down:true,0,0
499,pignite,Fire Pig Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/499.png,fire,fighting,1.0,55.5,90,93,55,70,55,55,418,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",498,500,level-up&level:36&needs_overworld_rain:true&turn_upside_down:true,0,0
500,emboar,Mega Fire Pig Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/500.png,fire,fighting,1.6,150.0,110,123,65,100,65,65,528,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,499,,,0,0
501,oshawott,Sea Otter Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/501.png,water,,0.5,5.9,55,55,45,63,45,45,308,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",,502,level-up&level:17&needs_overworld_rain:true&turn_upside_down:true,0,0
502,dewott,Discipline Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/502.png,water,,0.8,24.5,75,75,60,83,60,60,413,Strict training is how it learns its flowing double-scalchop technique.,501,503,level-up&level:36&needs_overworld_rain:true&turn_upside_down:true,0,0
503,samurott,Formidable Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/503.png,water,,1.5,94.6,95,100,85,108,70,70,528,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,502,,,0,0
504,patrat,Scout Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/504.png,normal,,0.5,11.6,45,55,39,35,39,42,255,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",,505,level-up&level:20&needs_overworld_rain:true&turn_upside_down:true,0,0
505,watchog,Lookout Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/505.png,normal,,1.1,27.0,60,85,69,60,69,77,420,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",504,,,0,0
506,lillipup,Puppy Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/506.png,normal,,0.4,4.1,45,60,45,25,45,55,275,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.",,507,level-up&level:16&needs_overworld_rain:true&turn_upside_down:true,0,0
