id,double_damage_from,half_damage_from,no_damage_from,double_damage_to,half_damage_to,no_damage_to
485,"fighting,ground,water","bug,dragon,fairy,flying,grass,ice,normal,psychic,steel",poison,"bug,fairy,grass,ice,rock,steel","dragon,electric,fire,rock,steel,water",
486,fighting,,ghost,,"rock,steel",ghost
487,"dark,dragon,fairy,ghost,ice","bug,electric,fire,grass,poison,water","fighting,normal","dragon,ghost,psychic","dark,steel","fairy,normal"
488,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
489,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
490,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
491,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
492,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
493,fighting,,ghost,,"rock,steel",ghost
494,"dark,ghost,ground,rock,water","fairy,fighting,fire,grass,ice,psychic,steel",,"bug,fighting,grass,ice,poison,steel","dragon,fire,psychic,rock,steel,water",dark
495,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
496,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
497,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
498,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
499,"flying,ground,psychic,water","bug,dark,fire,grass,ice,steel",,"bug,dark,grass,ice,normal,rock,steel","bug,dragon,fairy,fire,flying,poison,psychic,rock,water",ghost
500,"flying,ground,psychic,water","bug,dark,fire,grass,ice,steel",,"bug,dark,grass,ice,normal,rock,steel","bug,dragon,fairy,fire,flying,poison,psychic,rock,water",ghost
501,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
502,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
503,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
504,fighting,,ghost,,"rock,steel",ghost
505,fighting,,ghost,,"rock,steel",ghost
506,fighting,,ghost,,"rock,steel",ghost
507,fighting,,ghost,,"rock,steel",ghost
508,fighting,,ghost,,"rock,steel",ghost
509,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
510,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
511,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
512,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
513,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
514,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
515,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
516,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
517,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
518,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
519,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
520,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
521,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
522,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
523,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
524,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
525,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
526,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
527,"dark,electric,ghost,ice,rock","fighting,grass,psychic",ground,"bug,fighting,grass,poison","electric,psychic,rock,steel",dark
528,"dark,electric,ghost,ice,rock","fighting,grass,psychic",ground,"bug,fighting,grass,poison","electric,psychic,rock,steel",dark
529,"grass,ice,water","poison,rock",electric,"electric,fire,poison,rock,steel","bug,grass",flying
530,"fighting,fire,ground,water","bug,dragon,fairy,flying,normal,psychic,rock,steel","electric,poison","electric,fairy,fire,ice,poison,rock,steel","bug,electric,fire,grass,steel,water",flying
531,fighting,,ghost,,"rock,steel",ghost
532,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
533,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
534,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
535,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
536,grass,"fire,poison,rock,steel",electric,"electric,fire,ground,poison,rock,steel","bug,dragon,grass,water",flying
537,grass,"fire,poison,rock,steel",electric,"electric,fire,ground,poison,rock,steel","bug,dragon,grass,water",flying
538,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
539,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
540,"bug,fire,flying,ice,poison,rock","electric,fighting,grass,ground,water",,"dark,grass,ground,psychic,rock,water","bug,dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel",
541,"bug,fire,flying,ice,poison,rock","electric,fighting,grass,ground,water",,"dark,grass,ground,psychic,rock,water","bug,dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel",
542,"bug,fire,flying,ice,poison,rock","electric,fighting,grass,ground,water",,"dark,grass,ground,psychic,rock,water","bug,dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel",
543,"fire,flying,psychic,rock","bug,fairy,fighting,grass,poison",,"dark,fairy,grass,psychic","fairy,fighting,fire,flying,ghost,ground,poison,rock,steel",steel
544,"fire,flying,psychic,rock","bug,fairy,fighting,grass,poison",,"dark,fairy,grass,psychic","fairy,fighting,fire,flying,ghost,ground,poison,rock,steel",steel
545,"fire,flying,psychic,rock","bug,fairy,fighting,grass,poison",,"dark,fairy,grass,psychic","fairy,fighting,fire,flying,ghost,ground,poison,rock,steel",steel
546,"fire,flying,ice,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"dark,dragon,fighting,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
547,"fire,flying,ice,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"dark,dragon,fighting,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
548,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
549,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
550,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
551,"bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,fairy,fighting,grass",flying
552,"bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,fairy,fighting,grass",flying
553,"bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,fairy,fighting,grass",flying
554,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
555,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
556,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
557,"rock,steel,water","normal,poison",,"bug,dark,fire,flying,grass,ice,psychic","fairy,fighting,fire,flying,ghost,ground,poison,steel",
558,"rock,steel,water","normal,poison",,"bug,dark,fire,flying,grass,ice,psychic","fairy,fighting,fire,flying,ghost,ground,poison,steel",
559,"fairy,fighting,flying","dark,ghost,rock",psychic,"dark,ghost,ice,normal,psychic,rock,steel","bug,dark,fairy,fighting,flying,poison,psychic",ghost
560,"fairy,fighting,flying","dark,ghost,rock",psychic,"dark,ghost,ice,normal,psychic,rock,steel","bug,dark,fairy,fighting,flying,poison,psychic",ghost
561,"dark,electric,ghost,ice,rock","fighting,grass,psychic",ground,"bug,fighting,grass,poison","electric,psychic,rock,steel",dark
562,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
563,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
564,"electric,fighting,grass,ground","fire,flying,ice,normal,poison",,"bug,fire,flying,ground,ice,rock","dragon,fighting,grass,ground,steel,water",
565,"electric,fighting,grass,ground","fire,flying,ice,normal,poison",,"bug,fire,flying,ground,ice,rock","dragon,fighting,grass,ground,steel,water",
566,"electric,ice,rock,steel,water","bug,fire,flying,normal,poison",ground,"bug,fighting,fire,flying,grass,ice","electric,fighting,ground,rock,steel",
567,"electric,ice,rock,steel,water","bug,fire,flying,normal,poison",ground,"bug,fighting,fire,flying,grass,ice","electric,fighting,ground,rock,steel",
568,"ground,psychic","bug,fairy,fighting,grass,poison",,"fairy,grass","ghost,ground,poison,rock",steel
569,"ground,psychic","bug,fairy,fighting,grass,poison",,"fairy,grass","ghost,ground,poison,rock",steel
570,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
571,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
572,fighting,,ghost,,"rock,steel",ghost
573,fighting,,ghost,,"rock,steel",ghost
574,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
575,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
576,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
577,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
578,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
579,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
580,"electric,rock","bug,fighting,fire,steel,water",ground,"bug,fighting,fire,grass,ground,rock","dragon,electric,grass,rock,steel,water",
581,"electric,rock","bug,fighting,fire,steel,water",ground,"bug,fighting,fire,grass,ground,rock","dragon,electric,grass,rock,steel,water",
582,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
583,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
584,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
585,"bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"ground,rock,water","bug,dragon,fire,flying,grass,poison,rock,steel",ghost
586,"bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"ground,rock,water","bug,dragon,fire,flying,grass,poison,rock,steel",ghost
587,"ice,rock","bug,fighting,flying,grass,steel",ground,"bug,fighting,flying,grass,water","dragon,electric,grass,rock,steel",ground
588,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
589,fire,"bug,dragon,fairy,grass,ice,normal,psychic,steel",poison,"dark,fairy,grass,ice,psychic,rock","electric,fairy,fighting,fire,flying,ghost,poison,steel,water",
590,"fire,flying,ice,psychic","electric,fairy,fighting,grass,water",,"fairy,grass,ground,rock,water","bug,dragon,fire,flying,ghost,grass,ground,poison,rock,steel",steel
591,"fire,flying,ice,psychic","electric,fairy,fighting,grass,water",,"fairy,grass,ground,rock,water","bug,dragon,fire,flying,ghost,grass,ground,poison,rock,steel",steel
592,"dark,electric,ghost,grass","bug,fire,ice,poison,steel,water","fighting,normal","fire,ghost,ground,psychic,rock","dark,dragon,grass,water",normal
593,"dark,electric,ghost,grass","bug,fire,ice,poison,steel,water","fighting,normal","fire,ghost,ground,psychic,rock","dark,dragon,grass,water",normal
594,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
595,"fire,rock","electric,fighting,grass,steel",,"dark,flying,grass,psychic,water","dragon,electric,fairy,fighting,fire,flying,ghost,grass,poison,steel",ground
596,"fire,rock","electric,fighting,grass,steel",,"dark,flying,grass,psychic,water","dragon,electric,fairy,fighting,fire,flying,ghost,grass,poison,steel",ground
597,"fighting,fire","dragon,electric,fairy,grass,normal,psychic,rock,steel,water",poison,"fairy,ground,ice,rock,water","bug,dragon,electric,fire,flying,grass,poison,steel,water",
598,"fighting,fire","dragon,electric,fairy,grass,normal,psychic,rock,steel,water",poison,"fairy,ground,ice,rock,water","bug,dragon,electric,fire,flying,grass,poison,steel,water",
599,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
600,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
601,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
602,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
603,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
604,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
605,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
606,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
607,"dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal","bug,ghost,grass,ice,psychic,steel","dark,dragon,fire,rock,water",normal
608,"dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal","bug,ghost,grass,ice,psychic,steel","dark,dragon,fire,rock,water",normal
609,"dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal","bug,ghost,grass,ice,psychic,steel","dark,dragon,fire,rock,water",normal
610,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
611,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
612,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
613,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
614,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
615,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
616,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
617,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
618,"grass,ground,ice,water","flying,poison,rock,steel",electric,"electric,fire,flying,poison,rock,steel,water","bug,dragon,electric,grass","flying,ground"
619,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
620,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
621,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
622,"dark,ghost,grass,ice,water","bug,poison,rock","electric,fighting,normal","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,grass","flying,normal"
623,"dark,ghost,grass,ice,water","bug,poison,rock","electric,fighting,normal","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,grass","flying,normal"
624,"fighting,fire,ground","dark,dragon,flying,ghost,grass,ice,normal,rock,steel","poison,psychic","fairy,ghost,ice,psychic,rock","dark,electric,fairy,fighting,fire,steel,water",
625,"fighting,fire,ground","dark,dragon,flying,ghost,grass,ice,normal,rock,steel","poison,psychic","fairy,ghost,ice,psychic,rock","dark,electric,fairy,fighting,fire,steel,water",
626,fighting,,ghost,,"rock,steel",ghost
627,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
628,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
629,"electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","bug,fighting,ghost,grass,psychic","dark,electric,fairy,fighting,rock,steel",
630,"electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","bug,fighting,ghost,grass,psychic","dark,electric,fairy,fighting,rock,steel",
631,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
632,fire,"bug,dragon,fairy,grass,ice,normal,psychic,steel",poison,"dark,fairy,grass,ice,psychic,rock","electric,fairy,fighting,fire,flying,ghost,poison,steel,water",
633,"bug,dragon,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"dragon,ghost,psychic","dark,fairy,fighting,steel",fairy
634,"bug,dragon,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"dragon,ghost,psychic","dark,fairy,fighting,steel",fairy
635,"bug,dragon,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"dragon,ghost,psychic","dark,fairy,fighting,steel",fairy
636,"flying,rock,water","bug,fairy,fighting,grass,ice,steel",,"bug,dark,grass,ice,psychic,steel","dragon,fairy,fighting,fire,flying,ghost,poison,rock,steel,water",
637,"flying,rock,water","bug,fairy,fighting,grass,ice,steel",,"bug,dark,grass,ice,psychic,steel","dragon,fairy,fighting,fire,flying,ghost,poison,rock,steel,water",
638,"fighting,fire,ground","bug,dark,dragon,grass,ice,normal,rock,steel",poison,"dark,fairy,ice,normal,rock,steel","bug,electric,fairy,fire,flying,poison,psychic,steel,water",ghost
639,"fairy,fighting,grass,ground,psychic,steel,water","bug,dark,fire,normal,poison,rock",,"bug,dark,fire,flying,ice,normal,rock,steel","bug,fairy,fighting,flying,ground,poison,psychic,steel",ghost
640,"fairy,fire,flying,ice,poison,psychic","dark,electric,grass,ground,rock,water",,"dark,ground,ice,normal,rock,steel,water","bug,dragon,fairy,fire,flying,grass,poison,psychic,steel",ghost
641,"electric,ice,rock","bug,fighting,grass",ground,"bug,fighting,grass","electric,rock,steel",
642,"ice,rock","bug,fighting,flying,grass,steel",ground,"bug,fighting,flying,grass,water","dragon,electric,grass,rock,steel",ground
643,"dragon,ground,rock","bug,electric,fire,grass,steel",,"bug,dragon,grass,ice,steel","dragon,fire,rock,steel,water",fairy
644,"dragon,fairy,ground,ice","electric,fire,flying,grass,steel,water",,"dragon,flying,water","dragon,electric,grass,steel","fairy,ground"
645,"ice,water","bug,fighting,poison","electric,ground","bug,electric,fighting,fire,grass,poison,rock,steel","bug,electric,grass,rock,steel",flying
646,"dragon,fairy,fighting,rock,steel","electric,grass,water",,"dragon,flying,grass,ground","fire,ice,steel,water",fairy
647,"electric,fairy,flying,grass,psychic","bug,dark,fire,ice,rock,steel,water",,"dark,fire,ground,ice,normal,rock,steel","bug,dragon,fairy,flying,grass,poison,psychic,water",ghost
648,"bug,dark",psychic,ghost,"fighting,poison","psychic,rock,steel","dark,ghost"
649,fire,"bug,dragon,fairy,grass,ice,normal,psychic,steel",poison,"dark,fairy,grass,ice,psychic,rock","electric,fairy,fighting,fire,flying,ghost,poison,steel,water",
650,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
651,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
652,"fairy,fire,flying,ice,poison,psychic","dark,electric,grass,ground,rock,water",,"dark,ground,ice,normal,rock,steel,water","bug,dragon,fairy,fire,flying,grass,poison,psychic,steel",ghost
653,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
654,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
655,"dark,ghost,ground,rock,water","fairy,fighting,fire,grass,ice,psychic,steel",,"bug,fighting,grass,ice,poison,steel","dragon,fire,psychic,rock,steel,water",dark
656,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
657,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
658,"bug,electric,fairy,fighting,grass","dark,fire,ghost,ice,steel,water",psychic,"fire,ghost,ground,psychic,rock","dark,dragon,fairy,fighting,grass,water",
659,fighting,,ghost,,"rock,steel",ghost
660,"fighting,grass,ice,water","poison,rock","electric,ghost","electric,fire,poison,rock,steel","bug,grass,rock,steel","flying,ghost"
661,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
662,"electric,rock,water","bug,fairy,fighting,fire,grass,steel",ground,"bug,fighting,grass,ice,steel","dragon,electric,fire,rock,steel,water",
663,"electric,rock,water","bug,fairy,fighting,fire,grass,steel",ground,"bug,fighting,grass,ice,steel","dragon,electric,fire,rock,steel,water",
664,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
665,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
666,"electric,fire,flying,ice,rock","bug,fighting,grass",ground,"bug,dark,fighting,grass,psychic","electric,fairy,fighting,fire,flying,ghost,poison,rock,steel",
667,"fighting,ground,rock,water","bug,fairy,fire,grass,ice,steel",ghost,"bug,grass,ice,steel","dragon,fire,rock,steel,water",ghost
668,"fighting,ground,rock,water","bug,fairy,fire,grass,ice,steel",ghost,"bug,grass,ice,steel","dragon,fire,rock,steel,water",ghost
669,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
670,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
671,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
672,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
673,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
674,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
675,"fairy,fighting,flying","dark,ghost,rock",psychic,"dark,ghost,ice,normal,psychic,rock,steel","bug,dark,fairy,fighting,flying,poison,psychic",ghost
676,fighting,,ghost,,"rock,steel",ghost
677,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
678,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
679,"dark,fire,ghost,ground","bug,dragon,fairy,flying,grass,ice,psychic,rock,steel","fighting,normal,poison","fairy,ghost,ice,psychic,rock","dark,electric,fire,steel,water",normal
680,"dark,fire,ghost,ground","bug,dragon,fairy,flying,grass,ice,psychic,rock,steel","fighting,normal,poison","fairy,ghost,ice,psychic,rock","dark,electric,fire,steel,water",normal
681,"dark,fire,ghost,ground","bug,dragon,fairy,flying,grass,ice,psychic,rock,steel","fighting,normal,poison","fairy,ghost,ice,psychic,rock","dark,electric,fire,steel,water",normal
682,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
683,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
684,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
685,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
686,"bug,fairy",,psychic,"fighting,ghost,poison,psychic","dark,fairy,fighting,psychic,steel",dark
687,"bug,fairy",,psychic,"fighting,ghost,poison,psychic","dark,fairy,fighting,psychic,steel",dark
688,"electric,fighting,grass,ground","fire,flying,ice,normal,poison",,"bug,fire,flying,ground,ice,rock","dragon,fighting,grass,ground,steel,water",
689,"electric,fighting,grass,ground","fire,flying,ice,normal,poison",,"bug,fire,flying,ground,ice,rock","dragon,fighting,grass,ground,steel,water",
690,"electric,ground,psychic","bug,fairy,fighting,fire,ice,poison,steel,water",,"fairy,fire,grass,ground,rock","dragon,ghost,grass,ground,poison,rock,water",steel
691,"dragon,ground,ice,psychic","bug,electric,fighting,fire,grass,poison,water",,"dragon,fairy,grass","ghost,ground,poison,rock,steel","fairy,steel"
692,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
693,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
694,"fighting,ground","electric,flying,steel",ghost,"flying,water","dragon,electric,grass,rock,steel","ghost,ground"
695,"fighting,ground","electric,flying,steel",ghost,"flying,water","dragon,electric,grass,rock,steel","ghost,ground"
696,"dragon,fairy,fighting,ground,ice,steel","electric,fire,flying,normal,poison",,"bug,dragon,fire,flying,ice","fighting,ground,steel",fairy
697,"dragon,fairy,fighting,ground,ice,steel","electric,fire,flying,normal,poison",,"bug,dragon,fire,flying,ice","fighting,ground,steel",fairy
698,"fighting,grass,ground,rock,steel,water","flying,ice,normal,poison",,"bug,dragon,fire,flying,grass,ground,ice","fighting,fire,ground,ice,steel,water",
699,"fighting,grass,ground,rock,steel,water","flying,ice,normal,poison",,"bug,dragon,fire,flying,grass,ground,ice","fighting,fire,ground,ice,steel,water",
700,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
701,"electric,fairy,flying,ice,psychic","bug,dark,fighting,grass",ground,"bug,dark,fighting,grass,ice,normal,rock,steel","bug,electric,fairy,flying,poison,psychic,rock,steel",ghost
702,"ground,poison","bug,dark,electric,fighting,flying",dragon,"dark,dragon,fighting,flying,water","dragon,electric,fire,grass,poison,steel",ground
703,"grass,ground,steel,water","bug,dark,fire,flying,normal",dragon,"bug,dark,dragon,fighting,fire,flying,ice","fighting,fire,ground,poison,steel",
704,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
705,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
706,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
707,"fire,ground","bug,dark,fairy,flying,grass,ice,normal,psychic,rock","dragon,poison","dark,dragon,fairy,fighting,ice,rock","electric,fire,poison,steel,water",
708,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
709,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
710,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
711,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
712,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
713,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
714,"dragon,fairy,ice,rock","bug,fighting,fire,grass,water",ground,"bug,dragon,fighting,grass","electric,rock,steel",fairy
715,"dragon,fairy,ice,rock","bug,fighting,fire,grass,water",ground,"bug,dragon,fighting,grass","electric,rock,steel",fairy
716,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
